#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","Pa58","SAMN05020321","PRJNA389181","GCA_002192495.1","Complete",7.24158,65.8,"chromosome:NZ_CP021775.1/CP021775.1",,1,6569,"2017-06-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/495/GCA_002192495.1_ASM219249v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/495/GCF_002192495.1_ASM219249v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0353","SAMN07291496","PRJNA316321","GCA_002968655.1","Complete",7.28224,65.672,"chromosome:NZ_CP027172.1/CP027172.1; plasmid unnamed1:NZ_CP027173.1/CP027173.1",,2,6755,"2018-03-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/968/655/GCA_002968655.1_ASM296865v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/655/GCF_002968655.1_ASM296865v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","1","SAMEA4785251","PRJEB27483","GCA_900497025.1","Complete",7.23191,65.5708,"chromosome 1:NZ_LS998783.1/LS998783.1; plasmid 2:NZ_LS998784.1/LS998784.1",,2,6673,"2019-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/497/025/GCA_900497025.1_ASM90049702v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/497/025/GCF_900497025.1_ASM90049702v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","AG1","SAMN13182580","PRJNA587210","GCA_009662315.1","Complete",7.19021,65.7,"chromosome:NZ_CP045739.1/CP045739.1",,1,6593,"2019-11-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/662/315/GCA_009662315.1_ASM966231v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/662/315/GCF_009662315.1_ASM966231v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","YTSEY8","SAMN15165965","PRJNA638045","GCA_016745115.1","Complete",7.17705,65.7,"chromosome:NZ_CP054581.1/CP054581.1",,1,6625,"2021-01-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/745/115/GCA_016745115.1_ASM1674511v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/745/115/GCF_016745115.1_ASM1674511v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","ZBX-P23","SAMN16132411","PRJNA663432","GCA_018279245.1","Complete",7.16814,65.9,"chromosome:CP061777.1",,1,6553,"2021-05-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/279/245/GCA_018279245.1_ASM1827924v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/279/245/GCF_018279245.1_ASM1827924v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0357","SAMN07291500","PRJNA316321","GCA_002968955.1","Complete",7.16278,65.8,"chromosome:NZ_CP027166.1/CP027166.1",,1,6583,"2018-03-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/968/955/GCA_002968955.1_ASM296895v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/955/GCF_002968955.1_ASM296895v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","SE5458","SAMN13419657","PRJNA592278","GCA_013394475.2","Complete",7.15775,66,"chromosome:NZ_CP046406.2/CP046406.2",,1,6646,"2020-07-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/394/475/GCA_013394475.2_ASM1339447v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/394/475/GCF_013394475.2_ASM1339447v2"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","TJ2019-022","SAMN16673817","PRJNA674734","GCA_016105505.1","Complete",7.15719,65.8,"chromosome:NZ_CP065865.1/CP065865.1",,1,6588,"2020-12-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/105/505/GCA_016105505.1_ASM1610550v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/105/505/GCF_016105505.1_ASM1610550v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","SE5369","SAMN13419538","PRJNA592269","GCA_013393685.1","Complete",7.15322,65.8,"chromosome:NZ_CP046403.1/CP046403.1",,1,6541,"2020-07-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/393/685/GCA_013393685.1_ASM1339368v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/393/685/GCF_013393685.1_ASM1339368v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","Pa127","SAMN05020324","PRJNA389181","GCA_002205355.1","Complete",7.1483,65.7,"chromosome:NZ_CP022000.1/CP022000.1",,1,6479,"2017-06-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/205/355/GCA_002205355.1_ASM220535v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/205/355/GCF_002205355.1_ASM220535v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","AR439","SAMN07291532","PRJNA316321","GCA_003073895.1","Complete",7.57804,65.3788,"chromosome:NZ_CP029097.1/CP029097.1; plasmid unnamed1:NZ_CP029095.1/CP029095.1; plasmid unnamed2:NZ_CP029096.1/CP029096.1",,3,7022,"2018-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/073/895/GCA_003073895.1_ASM307389v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/895/GCF_003073895.1_ASM307389v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","PARM801","SAMN05383898","PRJNA328898","GCA_016864415.1","Complete",7.13056,65.8,"chromosome:NZ_CP024024.1/CP024024.1",,1,6533,"2021-02-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/864/415/GCA_016864415.1_ASM1686441v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/864/415/GCF_016864415.1_ASM1686441v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","AR445","SAMN07291538","PRJNA316321","GCA_003073735.1","Complete",7.12598,65.8,"chromosome:NZ_CP029088.1/CP029088.1",,1,6544,"2018-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/073/735/GCA_003073735.1_ASM307373v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/735/GCF_003073735.1_ASM307373v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_570","SAMN10163194","PRJNA231221","GCA_003813025.1","Complete",7.15514,65.8768,"chromosome:NZ_CP033835.1/CP033835.1; plasmid unnamed:NZ_CP033834.1/CP033834.1",,2,6675,"2018-11-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/813/025/GCA_003813025.1_ASM381302v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/813/025/GCF_003813025.1_ASM381302v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","Y82","SAMN09469732","PRJNA477432","GCA_003369755.1","Complete",7.10686,65.8,"chromosome:NZ_CP030912.1/CP030912.1",,1,6552,"2018-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/369/755/GCA_003369755.1_ASM336975v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/369/755/GCF_003369755.1_ASM336975v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","SE5429","SAMN15214166","PRJNA638871","GCA_016745175.1","Complete",7.10385,66,"chromosome:NZ_CP054845.1/CP054845.1",,1,6509,"2021-01-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/745/175/GCA_016745175.1_ASM1674517v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/745/175/GCF_016745175.1_ASM1674517v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","24Pae112","SAMN07958398","PRJNA416504","GCA_003433235.1","Complete",7.09724,66,"chromosome:NZ_CP029605.1/CP029605.1",,1,6482,"2018-08-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/433/235/GCA_003433235.1_ASM343323v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/433/235/GCF_003433235.1_ASM343323v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","401853","SAMN15732853","PRJNA655354","GCA_014155905.1","Complete",7.09267,65.8,"chromosome:NZ_CP059995.1/CP059995.1",,1,6517,"2020-08-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/155/905/GCA_014155905.1_ASM1415590v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/155/905/GCF_014155905.1_ASM1415590v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","NCGM257","SAMD00020552","PRJDB3186","GCA_001547955.1","Complete",7.09069,65.9,"chromosome Unknown:NZ_AP014651.1/AP014651.1",,1,6602,"2015-02-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/547/955/GCA_001547955.1_ASM154795v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/955/GCF_001547955.1_ASM154795v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","A-I-1","SAMN15783927","PRJNA656414","GCA_015697665.1","Complete",7.08709,65.8,"chromosome:NZ_CP060243.1/CP060243.1",,1,6520,"2020-11-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/697/665/GCA_015697665.1_ASM1569766v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/697/665/GCF_015697665.1_ASM1569766v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","ZBX-P12","SAMN16132400","PRJNA663432","GCA_018279285.1","Complete",7.08009,65.9,"chromosome:CP061779.1",,1,6474,"2021-05-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/279/285/GCA_018279285.1_ASM1827928v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/279/285/GCF_018279285.1_ASM1827928v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","H26027","SAMN10374626","PRJNA503802","GCA_003798105.1","Complete",7.0796,66.1,"chromosome:NZ_CP033684.1/CP033684.1",,1,6528,"2018-11-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/798/105/GCA_003798105.1_ASM379810v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/798/105/GCF_003798105.1_ASM379810v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","SE5331","SAMN13419003","PRJNA592264","GCA_013393665.2","Complete",7.05643,65.9,"chromosome:NZ_CP046402.2/CP046402.2",,1,6481,"2020-07-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/393/665/GCA_013393665.2_ASM1339366v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/393/665/GCF_013393665.2_ASM1339366v2"
"Pseudomonas aeruginosa DHS01","Bacteria;Proteobacteria;Gammaproteobacteria","DHS01","SAMN02383553","PRJNA224149","GCA_000496455.2","Complete",7.05575,65.8,"chromosome:NZ_CP013993.1/CP013993.1",,1,6607,"2016-01-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/496/455/GCA_000496455.2_ASM49645v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/496/455/GCF_000496455.2_ASM49645v2"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","MRSN12280","SAMN08776459","PRJNA445324","GCA_003028335.1","Complete",7.05093,66,"chromosome:NZ_CP028162.1/CP028162.1",,1,6478,"2018-04-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/028/335/GCA_003028335.1_ASM302833v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/028/335/GCF_003028335.1_ASM302833v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","Pa1242","SAMN05020326","PRJNA389181","GCA_002205375.1","Complete",7.05051,65.8,"chromosome:NZ_CP022002.1/CP022002.1",,1,6226,"2017-06-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/205/375/GCA_002205375.1_ASM220537v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/205/375/GCF_002205375.1_ASM220537v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","RW109","SAMEA104432335","PRJEB23462","GCA_900243355.1","Complete",7.75622,65.0826,"chromosome Main_chromosome:LT969520.1; chromosome Mainomosome:NZ_LT969520.1/; plasmid 1:NZ_LT969519.1/; plasmid 2:NZ_LT969521.1/; plasmid RW109 plasmid 1:LT969519.1; plasmid RW109 plasmid 2:LT969521.1",,3,14561,"2017-12-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/243/355/GCA_900243355.1_RW109","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/243/355/GCF_900243355.1_RW109"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","IMP-13","SAMN10503341","PRJNA507737","GCA_003950015.1","Complete",7.17801,65.653,"chromosome:NZ_CP034354.1/CP034354.1; plasmid pPYO_TB:NZ_CP034355.1/CP034355.1",,2,6513,"2018-12-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/950/015/GCA_003950015.1_ASM395001v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/015/GCF_003950015.1_ASM395001v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","CMC-097","SAMN15950776","PRJNA660482","GCA_016064595.1","Complete",7.04406,66.1,"chromosome:NZ_CP065848.1/CP065848.1",,1,6467,"2020-12-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/064/595/GCA_016064595.1_ASM1606459v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/064/595/GCF_016064595.1_ASM1606459v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","SE5357","SAMN15214164","PRJNA638869","GCA_016745155.1","Complete",7.04347,65.7,"chromosome:NZ_CP054844.1/CP054844.1",,1,6469,"2021-01-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/745/155/GCA_016745155.1_ASM1674515v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/745/155/GCF_016745155.1_ASM1674515v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","E6130952","SAMN06349407","PRJNA376024","GCA_002085755.1","Complete",7.07741,65.8763,"chromosome:NZ_CP020603.1/CP020603.1; plasmid pJHX613:NZ_CP020602.1/CP020602.1",,2,6527,"2017-04-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/085/755/GCA_002085755.1_ASM208575v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/085/755/GCF_002085755.1_ASM208575v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","K34-7","SAMN08954392","PRJNA450903","GCA_003206535.1","Complete",7.04245,65.8774,"chromosome:NZ_CP029707.1/CP029707.1; plasmid pK34-7-1:NZ_CP029708.1/CP029708.1",,2,6469,"2018-06-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/206/535/GCA_003206535.1_ASM320653v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/206/535/GCF_003206535.1_ASM320653v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","268","SAMN10163255","PRJNA494389","GCA_003641125.1","Complete",7.03047,65.9,"chromosome:NZ_CP032761.1/CP032761.1",,1,6499,"2018-10-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/641/125/GCA_003641125.1_ASM364112v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/641/125/GCF_003641125.1_ASM364112v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_505","SAMN10163199","PRJNA231221","GCA_003813005.1","Complete",7.02982,65.9,"chromosome:NZ_CP033832.1/CP033832.1",,1,6380,"2018-11-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/813/005/GCA_003813005.1_ASM381300v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/813/005/GCF_003813005.1_ASM381300v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","BAMCPA07-48","SAMN04893615","PRJNA319532","GCA_001632245.1","Complete",7.02155,66,"chromosome:NZ_CP015377.1/CP015377.1",,1,6419,"2016-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/245/GCA_001632245.1_ASM163224v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/245/GCF_001632245.1_ASM163224v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","PA7790","SAMN04455155","PRJNA310740","GCA_001870265.1","Complete",7.06771,65.9508,"chromosome:NZ_CP014999.1/CP014999.1; plasmid pPA7790:NZ_CP015000.1/CP015000.1",,2,6540,"2016-11-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/265/GCA_001870265.1_ASM187026v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/265/GCF_001870265.1_ASM187026v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","P33","SAMN16965915","PRJNA681715","GCA_015832055.1","Complete",7.11759,65.722,"chromosome:NZ_CP065412.1/CP065412.1; plasmid pP33-1:NZ_CP065413.1/CP065413.1; plasmid pP33-2:NZ_CP065414.1/CP065414.1; plasmid pP33-3:NZ_CP065415.1/CP065415.1; plasmid pP33-4:NZ_CP065416.1/CP065416.1",,5,6509,"2020-12-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/832/055/GCA_015832055.1_ASM1583205v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/832/055/GCF_015832055.1_ASM1583205v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0230","SAMN04901620","PRJNA316321","GCA_002968695.1","Complete",7.08605,65.8338,"chromosome:NZ_CP027174.1/CP027174.1; plasmid unnamed1:NZ_CP027175.1/CP027175.1; plasmid unnamed2:NZ_CP027176.1/CP027176.1",,3,6478,"2018-03-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/968/695/GCA_002968695.1_ASM296869v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/695/GCF_002968695.1_ASM296869v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","CCUG 51971","SAMN12634799","PRJNA305687","GCA_008195485.1","Complete",7.0128,66.1,"chromosome:NZ_CP043328.1/CP043328.1",,1,6451,"2019-09-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/195/485/GCA_008195485.1_ASM819548v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/195/485/GCF_008195485.1_ASM819548v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","Pa124","SAMN05020323","PRJNA389181","GCA_002192475.1","Complete",7.00852,65.8,"chromosome:NZ_CP021774.1/CP021774.1",,1,6376,"2017-06-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/475/GCA_002192475.1_ASM219247v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/475/GCF_002192475.1_ASM219247v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","PA11803","SAMN04455162","PRJNA310742","GCA_001792875.1","Complete",7.00658,66,"chromosome:NZ_CP015003.1/CP015003.1",,1,6527,"2016-10-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/792/875/GCA_001792875.1_ASM179287v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/792/875/GCF_001792875.1_ASM179287v1"
"Pseudomonas aeruginosa","Bacteria;Proteobacteria;Gammaproteobacteria","SP4527","SAMN10525987","PRJNA508614","GCA_003991465.1","Complete",7.00521,65.8,"chromosome:NZ_CP034409.1/CP034409.1",,1,5996,"2018-12-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/991/465/GCA_003991465.1_ASM399146v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/991/465/GCF_003991465.1_ASM399146v1"
